CustomerID,CheckInDate,CheckOutDate,Duration
C3840,2025-10-18,2025-10-22,4
C3047,2020-04-02,2020-04-09,7
C3329,2021-10-13,2021-10-14,1
C3475,2022-08-28,2022-09-02,5
C4143,2021-02-25,2021-02-28,3
C4629,2023-02-07,2023-02-10,3
C1223,2022-12-31,2023-01-03,3
C3380,2020-02-27,2020-03-04,6
C2549,2022-08-14,2022-08-21,7
C2662,2025-08-04,2025-08-05,1
C1854,2024-10-25,2024-10-31,6
C882,2022-03-08,2022-03-12,4
C1036,2021-05-20,2021-05-25,5
C4609,2024-07-08,2024-07-15,7
C1800,2023-07-06,2023-07-11,5
C1623,2024-12-06,2024-12-12,6
C4287,2021-03-19,2021-03-20,1
C4996,2021-01-06,2021-01-12,6
C1885,2023-03-30,2023-03-31,1
C3582,2024-07-28,2024-07-31,3
C3663,2021-12-04,2021-12-10,6
C2587,2023-09-13,2023-09-14,1
C1876,2022-05-07,2022-05-12,5
C4604,2022-06-12,2022-06-13,1
C3722,2020-11-06,2020-11-08,2
C2185,2021-06-25,2021-06-29,4
C3021,2022-01-02,2022-01-03,1
C3616,2022-10-26,2022-10-29,3
C1670,2025-09-04,2025-09-09,5
C1172,2023-11-13,2023-11-18,5
C1599,2020-10-02,2020-10-05,3
C2185,2024-03-16,2024-03-20,4
C3791,2024-03-22,2024-03-24,2
C3222,2023-08-04,2023-08-07,3
C2977,2021-09-23,2021-09-25,2
C1562,2020-12-16,2020-12-21,5
C2146,2023-05-15,2023-05-19,4
C1210,2025-08-30,2025-09-03,4
C2563,2022-02-06,2022-02-09,3
C4446,2022-07-03,2022-07-08,5
C2348,2023-09-28,2023-09-30,2
C2185,2024-09-19,2024-09-23,4
C4505,2022-03-09,2022-03-13,4
C2928,2022-07-28,2022-08-04,7
C1698,2023-09-14,2023-09-21,7
C4605,2020-08-16,2020-08-17,1
C327,2023-11-18,2023-11-24,6
C3248,2023-09-12,2023-09-15,3
C4249,2022-10-16,2022-10-17,1
C1964,2022-05-02,2022-05-07,5
C812,2021-09-29,2021-10-02,3
C716,2025-06-20,2025-06-26,6
C4017,2020-02-01,2020-02-06,5
C157,2021-10-06,2021-10-07,1
C707,2022-09-24,2022-09-25,1
C2385,2024-01-06,2024-01-07,1
C1447,2022-04-04,2022-04-09,5
C624,2024-09-06,2024-09-09,3
C379,2023-04-07,2023-04-14,7
C1960,2024-08-18,2024-08-19,1
C609,2023-02-03,2023-02-08,5
C2641,2023-06-03,2023-06-04,1
C2199,2024-11-14,2024-11-17,3
C1919,2022-03-10,2022-03-14,4
C2006,2025-07-18,2025-07-25,7
C3585,2022-06-09,2022-06-13,4
C3980,2024-07-20,2024-07-23,3
C449,2021-12-09,2021-12-11,2
C4123,2023-11-09,2023-11-10,1
C3992,2021-09-25,2021-09-28,3
C2435,2025-01-25,2025-01-27,2
C3789,2020-05-15,2020-05-18,3
C1274,2020-03-30,2020-04-03,4
C3741,2020-02-17,2020-02-19,2
C3500,2024-09-30,2024-10-05,5
C3565,2022-03-25,2022-03-29,4
C2796,2023-09-08,2023-09-14,6
C3929,2023-06-23,2023-06-26,3
C2171,2020-11-27,2020-11-29,2
C4509,2023-11-07,2023-11-14,7
C2054,2020-01-20,2020-01-21,1
C3890,2024-03-07,2024-03-10,3
C4289,2023-01-23,2023-01-24,1
C4396,2021-02-16,2021-02-22,6
C3950,2022-08-10,2022-08-15,5
C2043,2024-02-02,2024-02-03,1
C106,2022-01-29,2022-02-05,7
C5002,2021-06-08,2021-06-11,3
C145,2023-08-25,2023-08-27,2
C1219,2022-05-14,2022-05-21,7
C400,2021-01-24,2021-01-26,2
C1801,2024-09-03,2024-09-07,4
C2326,2020-11-10,2020-11-15,5
C4557,2024-01-30,2024-02-02,3
C234,2023-10-13,2023-10-16,3
C3229,2024-05-07,2024-05-08,1
C1691,2024-06-12,2024-06-14,2
C5007,2024-11-23,2024-11-26,3
C2186,2025-03-07,2025-03-08,1
C3426,2020-09-04,2020-09-08,4
C2441,2024-12-30,2025-01-01,2
C2743,2025-08-20,2025-08-27,7
C4122,2020-08-20,2020-08-22,2
C4671,2023-01-13,2023-01-18,5
C740,2021-06-22,2021-06-24,2
C481,2025-06-01,2025-06-03,2
C3336,2025-08-23,2025-08-30,7
C2681,2021-01-12,2021-01-13,1
C529,2023-10-23,2023-10-27,4
C3344,2020-12-08,2020-12-12,4
C4494,2024-04-25,2024-04-30,5
C3679,2025-02-10,2025-02-15,5
C3195,2025-02-13,2025-02-19,6
C4122,2022-12-29,2023-01-04,6
C3453,2021-05-27,2021-06-01,5
C1051,2020-10-02,2020-10-05,3
C4108,2025-03-22,2025-03-24,2
C3144,2022-03-14,2022-03-15,1
C2853,2024-11-20,2024-11-27,7
C111,2020-11-10,2020-11-12,2
C1297,2025-04-26,2025-04-27,1
C3811,2024-07-27,2024-07-28,1
C1875,2020-11-18,2020-11-25,7
C4086,2021-05-02,2021-05-08,6
C1786,2024-10-08,2024-10-09,1
C4818,2024-05-27,2024-06-01,5
C3277,2020-12-27,2020-12-29,2
C1757,2025-03-31,2025-04-03,3
C2268,2024-12-11,2024-12-16,5
C4206,2025-10-25,2025-10-29,4
C3928,2025-01-24,2025-01-27,3
C4691,2023-07-08,2023-07-15,7
C2703,2020-12-27,2021-01-03,7
C5098,2024-08-27,2024-08-31,4
C3256,2021-05-06,2021-05-12,6
C3261,2022-01-18,2022-01-24,6
C201,2022-05-20,2022-05-23,3
C2777,2021-10-06,2021-10-08,2
C3706,2023-08-19,2023-08-21,2
C4666,2024-08-22,2024-08-23,1
C3213,2021-05-10,2021-05-17,7
C959,2022-11-11,2022-11-15,4
C2947,2022-12-25,2022-12-30,5
C4333,2021-04-18,2021-04-19,1
C389,2023-11-14,2023-11-16,2
C2490,2021-08-17,2021-08-21,4
C2979,2024-10-11,2024-10-16,5
C2955,2024-11-14,2024-11-17,3
C4330,2024-01-28,2024-01-30,2
C1575,2023-05-22,2023-05-25,3
C4492,2025-02-13,2025-02-19,6
C1127,2022-01-20,2022-01-21,1
C1980,2020-01-15,2020-01-20,5
C2439,2023-09-17,2023-09-21,4
C2180,2024-06-14,2024-06-18,4
C4519,2020-04-28,2020-05-01,3
C1051,2024-10-15,2024-10-19,4
C1896,2021-06-27,2021-07-02,5
C3150,2023-01-11,2023-01-18,7
C3063,2022-05-08,2022-05-12,4
C4352,2021-01-04,2021-01-05,1
C1386,2023-11-18,2023-11-21,3
C1082,2022-07-23,2022-07-29,6
C4431,2024-08-21,2024-08-25,4
C1699,2024-11-10,2024-11-16,6
C5033,2025-10-10,2025-10-15,5
C2218,2022-10-12,2022-10-19,7
C2817,2021-12-22,2021-12-24,2
C3767,2023-01-17,2023-01-21,4
C2160,2020-03-10,2020-03-17,7
C2954,2022-10-26,2022-10-31,5
C5009,2023-10-25,2023-10-30,5
C2733,2021-06-05,2021-06-07,2
C2489,2020-04-17,2020-04-21,4
C2556,2023-09-15,2023-09-20,5
C4525,2022-08-20,2022-08-26,6
C4454,2021-07-02,2021-07-03,1
C1629,2021-12-26,2021-12-27,1
C2263,2020-03-18,2020-03-19,1
C3366,2020-11-18,2020-11-21,3
C1110,2024-02-11,2024-02-18,7
C4952,2024-11-13,2024-11-14,1
C4605,2023-04-02,2023-04-09,7
C3810,2021-11-30,2021-12-01,1
C1958,2024-01-28,2024-02-04,7
C1975,2023-12-22,2023-12-25,3
C3774,2020-06-29,2020-07-06,7
C2150,2023-07-23,2023-07-27,4
C4560,2023-06-19,2023-06-24,5
C4391,2024-03-26,2024-04-02,7
C2289,2022-10-11,2022-10-13,2
C2687,2020-10-08,2020-10-10,2
C2936,2020-03-31,2020-04-04,4
C4638,2022-01-09,2022-01-11,2
C3867,2024-03-12,2024-03-18,6
C633,2024-07-21,2024-07-23,2
C3760,2024-04-17,2024-04-20,3
C207,2024-06-18,2024-06-19,1
C147,2023-07-14,2023-07-17,3
C2868,2024-05-16,2024-05-21,5
C4662,2021-09-04,2021-09-09,5
C1004,2023-04-26,2023-05-02,6
C118,2020-06-12,2020-06-18,6
C3069,2022-05-16,2022-05-23,7
C604,2022-01-27,2022-01-31,4
C2556,2021-01-03,2021-01-10,7
C423,2020-11-10,2020-11-11,1
C4578,2020-03-20,2020-03-25,5
C5029,2023-08-05,2023-08-06,1
C5005,2020-07-17,2020-07-21,4
C4930,2021-02-17,2021-02-21,4
C4229,2022-10-16,2022-10-17,1
C2829,2025-04-20,2025-04-25,5
C4718,2023-11-05,2023-11-08,3
C2892,2022-08-25,2022-08-28,3
C849,2023-01-22,2023-01-23,1
C652,2021-05-07,2021-05-14,7
C4409,2023-09-04,2023-09-07,3
C4742,2024-10-30,2024-11-01,2
C4991,2022-03-23,2022-03-29,6
C3085,2024-11-01,2024-11-07,6
C2349,2025-08-27,2025-08-29,2
C1414,2022-03-13,2022-03-20,7
C4231,2023-09-01,2023-09-07,6
C2899,2025-09-09,2025-09-16,7
C4000,2022-06-05,2022-06-07,2
C2058,2021-08-12,2021-08-13,1
C3931,2021-11-15,2021-11-20,5
C3457,2022-07-02,2022-07-06,4
C5017,2022-03-08,2022-03-09,1
C583,2025-06-12,2025-06-18,6
C4421,2023-11-17,2023-11-20,3
C3722,2024-05-17,2024-05-19,2
C4255,2020-05-16,2020-05-20,4
C4221,2024-10-26,2024-10-28,2
C2666,2024-09-09,2024-09-10,1
C1344,2025-11-09,2025-11-12,3
C907,2024-12-13,2024-12-18,5
C4361,2020-03-01,2020-03-03,2
C3171,2024-09-13,2024-09-15,2
C4424,2021-02-05,2021-02-06,1
C4228,2021-05-10,2021-05-15,5
C3301,2024-06-26,2024-06-28,2
C4116,2021-07-07,2021-07-11,4
C3721,2023-02-17,2023-02-24,7
C476,2023-06-29,2023-07-04,5
C3994,2023-06-13,2023-06-15,2
C2394,2020-05-01,2020-05-02,1
C1186,2025-04-08,2025-04-11,3
C3820,2024-09-19,2024-09-20,1
C3904,2021-12-02,2021-12-07,5
C4076,2025-09-26,2025-09-27,1
C1516,2022-08-10,2022-08-16,6
C3960,2024-05-03,2024-05-07,4
C907,2024-06-07,2024-06-12,5
C2418,2022-04-13,2022-04-19,6
C3281,2024-10-07,2024-10-09,2
C1952,2025-03-19,2025-03-21,2
C2290,2021-10-03,2021-10-06,3
C3444,2023-08-26,2023-08-30,4
C2998,2020-01-08,2020-01-10,2
C4987,2023-11-05,2023-11-09,4
C2441,2024-02-15,2024-02-18,3
C350,2024-11-07,2024-11-13,6
C489,2024-03-08,2024-03-13,5
C2399,2020-11-16,2020-11-18,2
C463,2025-05-26,2025-05-30,4
C3033,2022-07-11,2022-07-14,3
C2964,2025-04-20,2025-04-27,7
C3832,2021-05-16,2021-05-19,3
C1982,2022-05-27,2022-05-30,3
C3078,2022-07-27,2022-07-28,1
C3345,2021-06-10,2021-06-16,6
C3463,2020-02-29,2020-03-03,3
C2557,2024-01-24,2024-01-30,6
C1137,2023-03-11,2023-03-16,5
C2883,2021-11-20,2021-11-23,3
C4759,2020-07-17,2020-07-19,2
C1705,2025-08-30,2025-09-01,2
C3778,2022-09-18,2022-09-21,3
C1148,2025-09-02,2025-09-07,5
C2582,2021-05-13,2021-05-20,7
C3674,2025-06-08,2025-06-14,6
C820,2022-02-24,2022-02-25,1
C763,2023-09-10,2023-09-13,3
C5092,2024-05-11,2024-05-18,7
C1109,2025-03-28,2025-04-01,4
C4462,2021-01-04,2021-01-07,3
C4775,2021-03-07,2021-03-13,6
C2994,2024-08-02,2024-08-07,5
C1688,2022-02-23,2022-02-24,1
C1222,2024-01-11,2024-01-12,1
C264,2021-06-22,2021-06-23,1
C559,2023-09-17,2023-09-23,6
C4025,2022-03-28,2022-04-04,7
C441,2021-03-28,2021-03-29,1
C1160,2022-08-24,2022-08-31,7
C5064,2024-07-21,2024-07-22,1
C3377,2022-10-17,2022-10-21,4
C3075,2020-12-01,2020-12-03,2
C3554,2024-05-05,2024-05-08,3
C246,2023-09-25,2023-09-27,2
C839,2021-04-15,2021-04-21,6
C2830,2024-08-19,2024-08-23,4
C111,2023-09-04,2023-09-06,2
C3919,2023-06-18,2023-06-19,1
C3555,2022-05-10,2022-05-14,4
C2779,2020-04-19,2020-04-26,7
C1739,2020-04-20,2020-04-26,6
C4117,2021-10-29,2021-11-05,7
C4267,2021-05-12,2021-05-13,1
C2378,2022-02-19,2022-02-25,6
C1289,2022-12-07,2022-12-08,1
C1179,2024-06-17,2024-06-20,3
C241,2025-05-14,2025-05-21,7
C2737,2020-07-11,2020-07-13,2
C4474,2021-01-09,2021-01-15,6
C736,2021-04-05,2021-04-11,6
C4216,2025-01-01,2025-01-02,1
C3713,2024-06-15,2024-06-20,5
C426,2022-01-29,2022-01-31,2
C339,2024-12-15,2024-12-21,6
C4047,2022-12-19,2022-12-21,2
C1504,2025-07-23,2025-07-27,4
C4256,2020-01-13,2020-01-16,3
C1054,2023-11-17,2023-11-19,2
C4761,2025-04-13,2025-04-19,6
C3723,2024-07-10,2024-07-17,7
C3779,2025-09-18,2025-09-20,2
C1592,2021-01-03,2021-01-04,1
C115,2023-02-13,2023-02-17,4
C494,2022-11-05,2022-11-09,4
C2305,2020-03-26,2020-03-27,1
C2362,2022-06-12,2022-06-17,5
C4523,2022-01-02,2022-01-03,1
C4904,2021-04-14,2021-04-15,1
C686,2021-12-27,2021-12-29,2
C4774,2025-08-16,2025-08-20,4
C1143,2025-11-06,2025-11-12,6
C2774,2021-07-20,2021-07-27,7
C4995,2023-10-02,2023-10-04,2
C2668,2023-07-25,2023-07-30,5
C1200,2025-07-21,2025-07-24,3
C896,2021-08-04,2021-08-09,5
C423,2022-11-21,2022-11-23,2
C4177,2020-08-29,2020-08-30,1
C1086,2025-10-05,2025-10-12,7
C3881,2021-06-24,2021-06-29,5
C632,2020-05-14,2020-05-20,6
C3410,2021-10-17,2021-10-23,6
C4168,2024-07-03,2024-07-07,4
C1907,2022-12-25,2022-12-28,3
C1780,2023-03-03,2023-03-09,6
C2419,2023-08-07,2023-08-08,1
C2211,2020-09-07,2020-09-09,2
C1075,2022-09-25,2022-09-29,4
C4859,2020-12-02,2020-12-07,5
C1999,2020-03-12,2020-03-13,1
C4560,2023-05-30,2023-06-02,3
C2663,2023-01-20,2023-01-25,5
C2333,2022-01-30,2022-02-03,4
C2844,2023-07-23,2023-07-24,1
C1583,2025-07-28,2025-07-29,1
C135,2025-01-15,2025-01-19,4
C1232,2020-04-13,2020-04-20,7
C2684,2023-02-21,2023-02-25,4
C164,2020-09-27,2020-10-02,5
C952,2024-03-31,2024-04-02,2
C1713,2023-10-26,2023-10-30,4
C4065,2023-06-16,2023-06-22,6
C1310,2021-09-21,2021-09-22,1
C4228,2020-07-06,2020-07-11,5
C2049,2024-02-15,2024-02-16,1
C3950,2021-10-26,2021-10-29,3
C1195,2023-09-30,2023-10-02,2
C2522,2020-11-11,2020-11-17,6
C3466,2021-01-04,2021-01-05,1
C3565,2021-05-26,2021-05-27,1
C3724,2021-04-23,2021-04-28,5
C4224,2022-01-12,2022-01-15,3
C2681,2023-01-08,2023-01-10,2
C2245,2024-12-30,2025-01-05,6
C2766,2022-01-15,2022-01-21,6
C1813,2024-10-07,2024-10-11,4
C4444,2024-11-27,2024-11-28,1
C2657,2021-07-22,2021-07-27,5
C2600,2023-07-02,2023-07-03,1
C988,2022-03-22,2022-03-26,4
C4672,2024-05-20,2024-05-25,5
C3833,2025-06-14,2025-06-18,4
C3329,2023-11-29,2023-12-05,6
C1103,2020-12-10,2020-12-12,2
C4279,2024-05-30,2024-06-01,2
C769,2023-11-25,2023-11-26,1
C1886,2022-08-13,2022-08-19,6
C3499,2023-12-27,2023-12-29,2
C2231,2021-10-07,2021-10-11,4
C1235,2025-08-18,2025-08-23,5
C547,2023-07-30,2023-08-05,6
C2276,2021-12-21,2021-12-25,4
C420,2024-04-07,2024-04-14,7
C313,2025-08-22,2025-08-29,7
C1478,2021-08-17,2021-08-21,4
C1589,2023-11-01,2023-11-04,3
C2024,2022-10-24,2022-10-27,3
C1195,2022-02-28,2022-03-07,7
C4134,2023-03-04,2023-03-08,4
C4376,2020-01-29,2020-02-04,6
C4463,2022-09-15,2022-09-20,5
C1460,2022-05-23,2022-05-30,7
C3440,2021-02-16,2021-02-22,6
C3421,2025-01-11,2025-01-18,7
C1080,2022-08-31,2022-09-03,3
C1947,2024-01-03,2024-01-04,1
C4380,2020-10-03,2020-10-10,7
C1772,2021-11-13,2021-11-17,4
C3650,2025-06-06,2025-06-13,7
C3081,2021-08-24,2021-08-30,6
C104,2021-02-12,2021-02-16,4
C1925,2020-03-05,2020-03-09,4
C682,2022-02-14,2022-02-16,2
C3104,2024-08-28,2024-08-30,2
C4905,2025-11-12,2025-11-15,3
C1828,2024-11-22,2024-11-28,6
C4466,2021-07-08,2021-07-09,1
C1881,2022-07-05,2022-07-09,4
C4439,2024-01-10,2024-01-17,7
C977,2022-01-19,2022-01-20,1
C388,2023-12-05,2023-12-10,5
C2708,2022-07-03,2022-07-06,3
C3939,2025-10-17,2025-10-18,1
C4928,2023-03-25,2023-03-30,5
C1568,2021-12-07,2021-12-13,6
C4609,2024-12-16,2024-12-19,3
C2987,2023-12-08,2023-12-10,2
C4270,2023-03-30,2023-03-31,1
C1677,2025-03-18,2025-03-24,6
C4211,2020-10-22,2020-10-25,3
C1374,2022-02-21,2022-02-28,7
C2838,2023-10-13,2023-10-19,6
C2101,2023-02-20,2023-02-24,4
C2323,2021-09-02,2021-09-05,3
C1449,2024-03-27,2024-04-03,7
C2075,2024-11-28,2024-12-05,7
C2759,2024-05-24,2024-05-25,1
C3914,2022-08-16,2022-08-21,5
C4206,2020-10-22,2020-10-23,1
C4920,2022-06-29,2022-07-03,4
C1044,2023-06-21,2023-06-27,6
C815,2024-03-14,2024-03-21,7
C2176,2025-03-06,2025-03-08,2
C1974,2025-02-26,2025-03-05,7
C217,2022-01-20,2022-01-23,3
C3346,2021-08-11,2021-08-12,1
C4580,2022-04-19,2022-04-26,7
C3845,2020-08-01,2020-08-03,2
C4434,2023-11-09,2023-11-11,2
C557,2025-08-10,2025-08-11,1
C3004,2024-04-12,2024-04-14,2
C1272,2020-01-09,2020-01-10,1
C326,2022-10-19,2022-10-23,4
C2757,2023-05-06,2023-05-11,5
C533,2021-06-24,2021-06-30,6
C583,2020-08-23,2020-08-29,6
C2035,2021-10-26,2021-11-02,7
C2438,2021-09-21,2021-09-28,7
C2983,2022-12-30,2023-01-04,5
C1842,2022-04-05,2022-04-08,3
C4120,2025-05-11,2025-05-15,4
C1144,2024-04-06,2024-04-09,3
C1792,2025-02-09,2025-02-10,1
C2551,2024-02-25,2024-03-03,7
C4045,2022-10-06,2022-10-07,1
C3819,2025-08-22,2025-08-25,3
C950,2020-02-12,2020-02-18,6
C2722,2020-04-02,2020-04-05,3
C4460,2024-04-01,2024-04-04,3
C1013,2021-12-06,2021-12-12,6
C4800,2021-12-23,2021-12-27,4
C4035,2022-09-30,2022-10-05,5
C2600,2024-01-28,2024-02-04,7
C3192,2025-03-27,2025-03-30,3
C1502,2021-09-07,2021-09-11,4
C4497,2020-09-25,2020-10-02,7
C200,2023-08-07,2023-08-10,3
C2396,2025-07-09,2025-07-14,5
C1348,2024-07-07,2024-07-08,1
C990,2022-02-16,2022-02-23,7
C5060,2023-12-09,2023-12-10,1
C2358,2022-03-27,2022-04-03,7
C4763,2023-12-11,2023-12-18,7
C2716,2024-01-02,2024-01-08,6
C3600,2022-07-15,2022-07-18,3
C913,2021-04-23,2021-04-26,3
C779,2024-06-19,2024-06-24,5
C4738,2021-04-09,2021-04-12,3
C4505,2022-09-18,2022-09-25,7
C2430,2020-07-28,2020-08-02,5
C2490,2020-03-01,2020-03-06,5
C4591,2023-08-22,2023-08-23,1
C3526,2022-01-31,2022-02-02,2
C3798,2020-12-18,2020-12-21,3
C3003,2022-03-30,2022-04-02,3
C3874,2023-10-13,2023-10-14,1
C3554,2022-06-25,2022-06-28,3
C4137,2020-08-29,2020-09-01,3
C3894,2020-03-13,2020-03-14,1
C811,2022-07-04,2022-07-06,2
C5035,2020-07-04,2020-07-07,3
C257,2020-04-11,2020-04-12,1
C786,2023-11-08,2023-11-14,6
C3466,2025-07-08,2025-07-15,7
C3867,2024-01-27,2024-02-01,5
C4263,2023-11-09,2023-11-16,7
C1361,2025-02-01,2025-02-02,1
C259,2022-06-21,2022-06-26,5
C1929,2021-06-29,2021-07-04,5
C2604,2022-05-28,2022-05-30,2
C2630,2021-01-16,2021-01-22,6
C2031,2023-01-27,2023-01-31,4
C2380,2020-04-10,2020-04-12,2
C4127,2024-08-10,2024-08-12,2
C3454,2025-11-06,2025-11-07,1
C3725,2020-02-01,2020-02-07,6
C4621,2020-11-09,2020-11-11,2
C3238,2021-10-05,2021-10-10,5
C4428,2021-05-27,2021-05-30,3
C890,2020-04-30,2020-05-03,3
C1694,2020-01-04,2020-01-05,1
C3100,2024-08-28,2024-08-30,2
C1348,2023-09-18,2023-09-20,2
C4487,2025-06-14,2025-06-20,6
C4956,2023-08-02,2023-08-03,1
C319,2020-07-20,2020-07-24,4
C3622,2023-01-19,2023-01-24,5
C1475,2023-11-15,2023-11-21,6
C3649,2022-06-16,2022-06-22,6
C1403,2022-12-13,2022-12-15,2
C5035,2020-05-19,2020-05-22,3
C1434,2023-12-23,2023-12-26,3
C3827,2021-04-05,2021-04-11,6
C4389,2023-06-15,2023-06-21,6
C4542,2023-08-17,2023-08-19,2
C838,2023-06-17,2023-06-22,5
C4275,2025-06-09,2025-06-14,5
C121,2022-12-20,2022-12-24,4
C631,2021-08-06,2021-08-08,2
C752,2020-08-17,2020-08-22,5
C1945,2020-07-11,2020-07-14,3
C4551,2020-10-29,2020-11-03,5
C4473,2024-12-31,2025-01-07,7
C4242,2023-06-18,2023-06-20,2
C3853,2023-01-11,2023-01-18,7
C811,2022-05-18,2022-05-24,6
C3639,2020-03-13,2020-03-19,6
C4130,2021-10-01,2021-10-05,4
C2847,2024-11-21,2024-11-25,4
C4677,2024-02-16,2024-02-23,7
C2402,2024-07-26,2024-07-27,1
C3118,2025-10-09,2025-10-13,4
C2720,2023-11-10,2023-11-15,5
C2463,2021-06-01,2021-06-07,6
C913,2025-08-07,2025-08-12,5
C3684,2022-12-28,2023-01-03,6
C3647,2024-11-09,2024-11-11,2
C2901,2024-12-04,2024-12-11,7
C5038,2020-04-08,2020-04-12,4
C2691,2021-07-03,2021-07-05,2
C2360,2025-05-19,2025-05-22,3
C2446,2025-11-11,2025-11-12,1
C1421,2024-03-25,2024-04-01,7
C4175,2025-01-18,2025-01-22,4
C4835,2025-04-12,2025-04-17,5
C4405,2020-07-26,2020-07-30,4
C1557,2020-10-19,2020-10-23,4
C4953,2021-06-24,2021-06-27,3
C1220,2023-08-14,2023-08-16,2
C1776,2020-08-12,2020-08-18,6
C2783,2022-03-10,2022-03-16,6
C802,2023-12-14,2023-12-20,6
C4688,2021-03-01,2021-03-06,5
C5001,2025-05-03,2025-05-05,2
C3501,2024-11-10,2024-11-16,6
C4837,2022-10-16,2022-10-17,1
C4062,2020-09-26,2020-09-28,2
C5010,2024-04-18,2024-04-25,7
C1105,2020-10-21,2020-10-25,4
C2768,2022-09-17,2022-09-20,3
C1829,2023-02-18,2023-02-22,4
C1745,2023-10-27,2023-10-29,2
C1245,2023-06-28,2023-06-30,2
C1236,2023-10-09,2023-10-12,3
C119,2024-09-12,2024-09-18,6
C3645,2020-09-10,2020-09-11,1
C843,2025-09-05,2025-09-11,6
C3314,2024-01-14,2024-01-16,2
C2751,2025-04-22,2025-04-24,2
C4230,2021-11-01,2021-11-03,2
C1833,2020-06-18,2020-06-25,7
C2684,2022-04-02,2022-04-09,7
C3637,2021-10-15,2021-10-17,2
C2851,2021-07-23,2021-07-29,6
C4004,2024-09-22,2024-09-25,3
C3441,2025-03-27,2025-03-29,2
C1950,2024-11-14,2024-11-19,5
C2807,2021-02-14,2021-02-18,4
C3003,2023-01-18,2023-01-20,2
C2814,2024-08-30,2024-09-02,3
C3961,2021-09-09,2021-09-16,7
C1149,2022-06-13,2022-06-19,6
C1145,2022-10-04,2022-10-06,2
C1693,2024-10-11,2024-10-18,7
C3461,2021-02-18,2021-02-22,4
C3920,2021-11-26,2021-11-27,1
C3651,2021-05-02,2021-05-07,5
C4835,2023-10-15,2023-10-22,7
C2190,2021-04-27,2021-05-02,5
C3760,2020-07-05,2020-07-09,4
C1957,2023-04-10,2023-04-12,2
C1868,2021-04-12,2021-04-19,7
C3542,2021-08-17,2021-08-21,4
C4854,2020-07-01,2020-07-08,7
C1570,2020-06-17,2020-06-20,3
C2752,2020-05-29,2020-05-30,1
C2915,2024-08-27,2024-08-29,2
C622,2020-05-20,2020-05-21,1
C2214,2024-05-16,2024-05-19,3
C1619,2025-04-21,2025-04-23,2
C2864,2024-02-13,2024-02-17,4
C4157,2021-10-21,2021-10-26,5
C2388,2021-01-15,2021-01-20,5
C872,2024-08-04,2024-08-09,5
C4594,2021-01-15,2021-01-20,5
C4387,2023-07-17,2023-07-18,1
C4996,2022-09-05,2022-09-09,4
C1501,2022-10-01,2022-10-02,1
C2196,2021-06-12,2021-06-15,3
C3157,2021-12-10,2021-12-15,5
C1756,2025-01-06,2025-01-13,7
C2413,2022-12-24,2022-12-30,6
C4124,2025-10-04,2025-10-05,1
C4686,2021-09-25,2021-09-27,2
C1782,2021-11-20,2021-11-24,4
C4372,2022-12-06,2022-12-08,2
C1975,2025-11-07,2025-11-14,7
C764,2025-04-18,2025-04-21,3
C3786,2022-12-05,2022-12-08,3
C1909,2024-12-10,2024-12-11,1
C699,2024-01-10,2024-01-13,3
C578,2023-01-10,2023-01-12,2
C3348,2024-05-24,2024-05-26,2
C1405,2025-06-17,2025-06-19,2
C952,2020-07-04,2020-07-05,1
C1591,2022-09-30,2022-10-03,3
C4822,2024-03-24,2024-03-29,5
C637,2021-10-02,2021-10-08,6
C1937,2021-04-25,2021-04-28,3
C4437,2022-11-26,2022-11-30,4
C1046,2022-09-02,2022-09-09,7
C4776,2024-10-13,2024-10-20,7
C239,2024-12-15,2024-12-18,3
C1643,2024-03-17,2024-03-18,1
C1283,2021-02-15,2021-02-16,1
C3453,2020-03-28,2020-03-29,1
C844,2025-08-23,2025-08-29,6
C1241,2020-10-15,2020-10-17,2
C1616,2020-07-02,2020-07-07,5
C1185,2022-06-16,2022-06-18,2
C2566,2024-02-19,2024-02-20,1
C1017,2021-07-21,2021-07-24,3
C446,2021-11-30,2021-12-02,2
C1221,2020-08-10,2020-08-16,6
C4192,2024-04-09,2024-04-10,1
C767,2023-05-24,2023-05-29,5
C919,2024-07-15,2024-07-17,2
C2522,2023-01-18,2023-01-22,4
C4977,2022-01-28,2022-01-30,2
C377,2020-10-13,2020-10-18,5
C3405,2023-05-31,2023-06-07,7
C4223,2022-08-12,2022-08-14,2
C3515,2025-08-12,2025-08-13,1
C2963,2025-01-03,2025-01-06,3
C1486,2020-10-11,2020-10-13,2
C4495,2025-04-01,2025-04-06,5
C4309,2021-07-14,2021-07-21,7
C4533,2021-02-19,2021-02-26,7
C750,2022-01-15,2022-01-19,4
C5082,2020-11-30,2020-12-01,1
C4119,2025-03-11,2025-03-14,3
C3667,2021-06-16,2021-06-21,5
C2545,2022-07-18,2022-07-25,7
C2778,2022-09-29,2022-10-05,6
C2020,2022-02-23,2022-02-24,1
C2591,2025-01-25,2025-01-26,1
C656,2025-10-14,2025-10-16,2
C3958,2022-08-22,2022-08-28,6
C4662,2024-08-08,2024-08-12,4
C2479,2023-11-05,2023-11-08,3
C207,2020-06-13,2020-06-19,6
C422,2025-08-31,2025-09-07,7
C3526,2025-02-12,2025-02-13,1
C4047,2022-05-15,2022-05-17,2
C2806,2023-11-08,2023-11-09,1
C926,2020-01-16,2020-01-23,7
