BookingID,CustomerID,RoomTypeID,BranchID,CheckInDate,CheckOutDate,Duration,Revenue,BookingStatus,CancellationReason,LeadTime,PaymentMethod,DiscountApplied,BookingChannel,Purpose,Stay_Type
BK24968,C3407,RT1,B5,2024-05-07,2024-05-10,3,7500,No-show,,8,Corporate Account,15,Call Center,Vacation,Iong Stay
BK26361,C4895,RT4,B5,2024-05-07,2024-05-10,3,16500,No-show,,4,Credit Card,15,Mobile App,,Other
BK28044,C2108,RT1,B5,2024-05-07,2024-05-12,5,12500,Cancelled,Change of plans,51,Cash,5,Mobile App,Business,Short Stay
BK2391,C3486,RT4,B5,2024-05-08,2024-05-09,1,5500,No-show,,60,UPI,0,Travel Agent,Business,Short Stay
BK3993,C139,RT3,B4,2024-05-08,2024-05-10,2,15000,Checked-in,,32,Cash,0,Call Center,Business,Short Stay
BK5974,C4497,RT3,B5,2024-05-08,2024-05-13,5,37500,Checked-in,,12,UPI,20,Mobile App,Conference,Medium Stay
BK9563,C4263,RT2,B2,2024-05-08,2024-05-11,3,12000,Checked-in,,40,Corporate Account,0,Website,,Other
BK10388,C1535,RT4,B5,2024-05-08,2024-05-15,7,38500,Checked-in,,44,Cash,10,Website,Holiday,Long Stay
BK10645,C1824,RT4,B1,2024-05-08,2024-05-11,3,16500,Cancelled,Change of plans,41,Corporate Account,5,Website,,Other
BK11310,C530,RT3,B5,2024-05-08,2024-05-09,1,7500,Checked-in,,11,UPI,15,Mobile App,Business,Short Stay
BK14438,C1553,RT3,B4,2024-05-08,2024-05-10,2,15000,Cancelled,Price,53,Corporate Account,10,Call Center,Business,Short Stay
BK15885,C559,RT1,B3,2024-05-08,2024-05-14,6,15000,Checked-in,,8,Cash,10,Call Center,Vacation,Iong Stay
BK20685,C914,RT1,B2,2024-05-08,2024-05-15,7,17500,Checked-in,,12,Credit Card,0,Travel Agent,Vacation,Iong Stay
BK20908,C1090,RT3,B3,2024-05-08,2024-05-13,5,37500,Checked-in,,15,Corporate Account,20,Travel Agent,Vacation,Iong Stay
BK27466,C1415,RT2,B4,2024-05-08,2024-05-09,1,4000,Cancelled,Price,12,UPI,20,Travel Agent,Business,Short Stay
BK28639,C2546,RT3,B4,2024-05-08,2024-05-12,4,30000,Cancelled,Price,44,UPI,10,Mobile App,Holiday,Long Stay
BK1987,C3372,RT4,B2,2024-05-09,2024-05-10,1,5500,No-show,,54,Corporate Account,20,Travel Agent,Holiday,Long Stay
BK3933,C1619,RT4,B5,2024-05-09,2024-05-11,2,11000,No-show,,32,Cash,10,Travel Agent,,Other
BK4497,C4723,RT3,B3,2024-05-09,2024-05-14,5,37500,Checked-in,,20,UPI,0,Mobile App,,Other
BK9464,C3704,RT3,B3,2024-05-09,2024-05-14,5,37500,Cancelled,Other,18,Corporate Account,15,Website,,Other
BK13915,C3965,RT3,B1,2024-05-09,2024-05-16,7,52500,Cancelled,Change of plans,28,Credit Card,10,Website,Holiday,Long Stay
BK14801,C2795,RT2,B3,2024-05-09,2024-05-16,7,28000,Checked-in,,3,Credit Card,15,Travel Agent,Holiday,Long Stay
BK17983,C1714,RT4,B5,2024-05-09,2024-05-12,3,16500,No-show,,2,Corporate Account,5,Call Center,Conference,Medium Stay
BK18412,C128,RT2,B2,2024-05-09,2024-05-10,1,4000,No-show,,59,UPI,20,Call Center,,Other
BK19494,C1444,RT3,B3,2024-05-09,2024-05-12,3,22500,Checked-in,,5,Corporate Account,10,Website,Business,Short Stay
BK19547,C1277,RT1,B5,2024-05-09,2024-05-10,1,2500,No-show,,11,Cash,15,Call Center,Holiday,Long Stay
BK23369,C3258,RT3,B1,2024-05-09,2024-05-12,3,22500,Cancelled,Change of plans,25,Cash,20,Mobile App,Conference,Medium Stay
BK24091,C3280,RT4,B5,2024-05-09,2024-05-13,4,22000,Checked-in,,15,Credit Card,20,Mobile App,Conference,Medium Stay
BK24498,C223,RT2,B1,2024-05-09,2024-05-16,7,28000,Cancelled,Change of plans,23,Credit Card,20,Travel Agent,Vacation,Iong Stay
BK24599,C2124,RT1,B1,2024-05-09,2024-05-12,3,7500,No-show,,33,UPI,20,Mobile App,Vacation,Iong Stay
BK27212,C3094,RT1,B5,2024-05-09,2024-05-16,7,17500,No-show,,18,Cash,5,Call Center,Vacation,Iong Stay
BK1615,C2438,RT1,B1,2024-05-10,2024-05-17,7,17500,Checked-in,,45,Credit Card,5,Website,,Other
BK2707,C2422,RT1,B2,2024-05-10,2024-05-14,4,10000,No-show,,1,Corporate Account,0,Mobile App,Business,Short Stay
BK3774,C2106,RT1,B3,2024-05-10,2024-05-11,1,2500,Cancelled,Weather,46,Cash,0,Travel Agent,Holiday,Long Stay
BK4002,C4479,RT1,B3,2024-05-10,2024-05-14,4,10000,Checked-in,,8,UPI,15,Website,Conference,Medium Stay
BK4913,C362,RT1,B4,2024-05-10,2024-05-14,4,10000,Checked-in,,40,UPI,20,Call Center,Conference,Medium Stay
BK16620,C3931,RT3,B5,2024-05-10,2024-05-12,2,15000,Checked-in,,19,UPI,5,Website,Conference,Medium Stay
BK17024,C3507,RT3,B4,2024-05-10,2024-05-16,6,45000,Checked-in,,3,Credit Card,20,Mobile App,Holiday,Long Stay
BK17876,C2472,RT2,B2,2024-05-10,2024-05-15,5,20000,Checked-in,,18,Credit Card,20,Website,Vacation,Iong Stay
BK18275,C3839,RT3,B4,2024-05-10,2024-05-16,6,45000,Cancelled,Other,43,Corporate Account,5,Travel Agent,Holiday,Long Stay
BK18961,C1822,RT2,B2,2024-05-10,2024-05-12,2,8000,Checked-in,,47,Cash,5,Website,Conference,Medium Stay
BK23234,C787,RT2,B5,2024-05-10,2024-05-17,7,28000,Cancelled,Weather,50,Credit Card,15,Website,Holiday,Long Stay
BK26210,C1660,RT2,B5,2024-05-10,2024-05-14,4,16000,No-show,,4,UPI,15,Mobile App,Holiday,Long Stay
BK28031,C908,RT3,B4,2024-05-10,2024-05-16,6,45000,Cancelled,Price,2,Credit Card,15,Website,Holiday,Long Stay
BK3471,C1230,RT1,B5,2024-05-11,2024-05-17,6,15000,No-show,,47,UPI,5,Call Center,Conference,Medium Stay
BK5973,C4192,RT3,B5,2024-05-11,2024-05-16,5,37500,Checked-in,,43,Corporate Account,0,Travel Agent,Holiday,Long Stay
BK8568,C2678,RT1,B5,2024-05-11,2024-05-12,1,2500,No-show,,54,UPI,5,Call Center,Conference,Medium Stay
BK9917,C194,RT4,B2,2024-05-11,2024-05-13,2,11000,Cancelled,Weather,2,Cash,20,Website,,Other
BK13797,C3074,RT3,B2,2024-05-11,2024-05-15,4,30000,No-show,,56,UPI,5,Call Center,Business,Short Stay
BK14063,C2184,RT2,B3,2024-05-11,2024-05-15,4,16000,No-show,,13,Corporate Account,0,Travel Agent,Conference,Medium Stay
BK18370,C4948,RT1,B4,2024-05-11,2024-05-18,7,17500,Checked-in,,3,Corporate Account,0,Travel Agent,Business,Short Stay
BK19522,C2706,RT4,B5,2024-05-11,2024-05-16,5,27500,No-show,,21,Credit Card,10,Call Center,Business,Short Stay
BK20252,C3333,RT4,B1,2024-05-11,2024-05-16,5,27500,No-show,,39,Cash,20,Mobile App,Business,Short Stay
BK22216,C5092,RT4,B1,2024-05-11,2024-05-18,7,38500,Cancelled,Change of plans,50,Cash,5,Travel Agent,Conference,Medium Stay
BK26185,C2970,RT1,B3,2024-05-11,2024-05-14,3,7500,Checked-in,,25,UPI,10,Call Center,Conference,Medium Stay
BK26946,C2290,RT1,B4,2024-05-11,2024-05-14,3,7500,No-show,,55,Corporate Account,0,Travel Agent,Business,Short Stay
BK1435,C3420,RT1,B5,2024-05-12,2024-05-18,6,15000,Cancelled,Change of plans,42,Credit Card,10,Travel Agent,Vacation,Iong Stay
BK4258,C4506,RT4,B2,2024-05-12,2024-05-17,5,27500,No-show,,57,Cash,5,Travel Agent,Conference,Medium Stay
BK4971,C2616,RT1,B5,2024-05-12,2024-05-18,6,15000,Cancelled,Change of plans,33,Cash,5,Call Center,Conference,Medium Stay
BK6738,C4427,RT1,B5,2024-05-12,2024-05-14,2,5000,No-show,,33,UPI,10,Mobile App,Vacation,Iong Stay
BK7574,C3582,RT1,B4,2024-05-12,2024-05-15,3,7500,No-show,,31,UPI,15,Website,,Other
BK11240,C516,RT1,B5,2024-05-12,2024-05-17,5,12500,No-show,,57,Credit Card,10,Call Center,Holiday,Long Stay
BK11741,C742,RT2,B1,2024-05-12,2024-05-14,2,8000,Checked-in,,60,Cash,5,Travel Agent,,Other
BK13500,C4888,RT1,B2,2024-05-12,2024-05-19,7,17500,No-show,,45,Cash,5,Website,Conference,Medium Stay
BK16410,C3516,RT3,B3,2024-05-12,2024-05-18,6,45000,Cancelled,Other,37,UPI,20,Website,Vacation,Iong Stay
BK17380,C654,RT3,B5,2024-05-12,2024-05-19,7,52500,Cancelled,Price,25,Cash,20,Travel Agent,,Other
BK18347,C871,RT1,B3,2024-05-12,2024-05-18,6,15000,No-show,,6,UPI,20,Call Center,Conference,Medium Stay
BK22732,C3890,RT2,B3,2024-05-12,2024-05-14,2,8000,Cancelled,Change of plans,38,UPI,20,Mobile App,Holiday,Long Stay
BK24306,C4547,RT1,B2,2024-05-12,2024-05-14,2,5000,No-show,,42,Credit Card,10,Call Center,,Other
BK24689,C2040,RT3,B1,2024-05-12,2024-05-13,1,7500,Checked-in,,8,Corporate Account,20,Website,Conference,Medium Stay
BK25415,C674,RT4,B4,2024-05-12,2024-05-14,2,11000,Cancelled,Price,17,Credit Card,10,Website,Business,Short Stay
BK27632,C3222,RT1,B4,2024-05-12,2024-05-19,7,17500,Cancelled,Other,21,Credit Card,20,Mobile App,Vacation,Iong Stay
BK1252,C3591,RT2,B3,2024-05-13,2024-05-20,7,28000,Checked-in,,19,Corporate Account,5,Mobile App,Vacation,Iong Stay
BK2224,C4071,RT2,B4,2024-05-13,2024-05-14,1,4000,Cancelled,Change of plans,34,Cash,5,Travel Agent,Vacation,Iong Stay
BK3587,C1540,RT2,B2,2024-05-13,2024-05-18,5,20000,Checked-in,,1,UPI,10,Travel Agent,,Other
BK4047,C1501,RT2,B2,2024-05-13,2024-05-18,5,20000,No-show,,25,Credit Card,15,Mobile App,,Other
BK6356,C2435,RT1,B3,2024-05-13,2024-05-16,3,7500,No-show,,41,Credit Card,10,Website,Vacation,Iong Stay
BK7476,C2371,RT4,B5,2024-05-13,2024-05-14,1,5500,Cancelled,Price,14,Cash,10,Travel Agent,Vacation,Iong Stay
BK7807,C1178,RT1,B1,2024-05-13,2024-05-20,7,17500,Checked-in,,28,Credit Card,5,Call Center,Conference,Medium Stay
BK9101,C1325,RT2,B2,2024-05-13,2024-05-18,5,20000,Checked-in,,8,Cash,10,Mobile App,Holiday,Long Stay
BK12224,C3410,RT3,B4,2024-05-13,2024-05-18,5,37500,Cancelled,Price,42,Corporate Account,5,Website,Vacation,Iong Stay
BK14999,C3630,RT3,B1,2024-05-13,2024-05-14,1,7500,No-show,,15,Credit Card,15,Travel Agent,Business,Short Stay
BK18954,C4858,RT4,B2,2024-05-13,2024-05-16,3,16500,Checked-in,,14,UPI,20,Call Center,,Other
BK22668,C4799,RT2,B3,2024-05-13,2024-05-15,2,8000,Cancelled,Price,18,UPI,15,Travel Agent,Business,Short Stay
BK22783,C515,RT2,B3,2024-05-13,2024-05-14,1,4000,No-show,,25,Credit Card,10,Website,,Other
BK28439,C916,RT4,B4,2024-05-13,2024-05-16,3,16500,Cancelled,Other,46,Corporate Account,15,Mobile App,Vacation,Iong Stay
BK28661,C3571,RT3,B2,2024-05-13,2024-05-15,2,15000,Cancelled,Price,58,Credit Card,5,Mobile App,Vacation,Iong Stay
BK2276,C2383,RT4,B3,2024-05-14,2024-05-20,6,33000,Checked-in,,50,Corporate Account,0,Travel Agent,Vacation,Iong Stay
BK6651,C2772,RT2,B5,2024-05-14,2024-05-17,3,12000,Checked-in,,24,UPI,0,Mobile App,Holiday,Long Stay
BK10036,C2044,RT2,B5,2024-05-14,2024-05-21,7,28000,Cancelled,Other,7,UPI,10,Website,,Other
BK18008,C1180,RT3,B2,2024-05-14,2024-05-16,2,15000,Cancelled,Other,20,UPI,5,Call Center,,Other
BK18043,C4806,RT3,B5,2024-05-14,2024-05-17,3,22500,Checked-in,,43,Credit Card,20,Call Center,Conference,Medium Stay
BK18364,C677,RT1,B2,2024-05-14,2024-05-18,4,10000,Cancelled,Change of plans,6,Corporate Account,20,Website,Holiday,Long Stay
BK18872,C2332,RT3,B4,2024-05-14,2024-05-17,3,22500,Checked-in,,23,Corporate Account,0,Website,,Other
BK19164,C1049,RT2,B4,2024-05-14,2024-05-16,2,8000,Cancelled,Change of plans,56,UPI,15,Mobile App,Vacation,Iong Stay
BK21343,C1932,RT4,B3,2024-05-14,2024-05-19,5,27500,No-show,,46,UPI,20,Website,Business,Short Stay
BK22657,C3810,RT3,B1,2024-05-14,2024-05-17,3,22500,Cancelled,Change of plans,47,Credit Card,20,Website,Conference,Medium Stay
BK26572,C181,RT4,B3,2024-05-14,2024-05-21,7,38500,No-show,,25,UPI,20,Travel Agent,Business,Short Stay
BK28255,C4622,RT1,B3,2024-05-14,2024-05-17,3,7500,No-show,,5,Credit Card,10,Website,Holiday,Long Stay
BK4692,C2336,RT4,B5,2024-05-15,2024-05-18,3,16500,Cancelled,Weather,41,Cash,20,Call Center,Vacation,Iong Stay
BK5026,C4398,RT2,B4,2024-05-15,2024-05-18,3,12000,Checked-in,,48,UPI,15,Mobile App,Holiday,Long Stay
BK6207,C1814,RT3,B4,2024-05-15,2024-05-17,2,15000,Checked-in,,29,Cash,20,Website,,Other
BK7157,C4484,RT2,B5,2024-05-15,2024-05-21,6,24000,Checked-in,,26,UPI,15,Call Center,Vacation,Iong Stay
BK12580,C3769,RT3,B5,2024-05-15,2024-05-16,1,7500,Cancelled,Price,60,Corporate Account,10,Travel Agent,Conference,Medium Stay
BK12651,C3960,RT2,B3,2024-05-15,2024-05-16,1,4000,Checked-in,,29,UPI,0,Call Center,,Other
BK12960,C1840,RT2,B5,2024-05-15,2024-05-19,4,16000,Checked-in,,7,Cash,5,Call Center,Holiday,Long Stay
BK13200,C3751,RT2,B4,2024-05-15,2024-05-18,3,12000,No-show,,60,Corporate Account,10,Mobile App,Conference,Medium Stay
BK15634,C3242,RT4,B5,2024-05-15,2024-05-18,3,16500,Cancelled,Price,14,Credit Card,20,Website,,Other
BK17078,C412,RT4,B1,2024-05-15,2024-05-21,6,33000,Cancelled,Other,32,Credit Card,20,Call Center,,Other
BK18870,C2984,RT2,B4,2024-05-15,2024-05-19,4,16000,Checked-in,,14,Cash,15,Travel Agent,Holiday,Long Stay
BK19570,C4430,RT3,B1,2024-05-15,2024-05-16,1,7500,No-show,,12,Cash,0,Mobile App,Conference,Medium Stay
BK20692,C257,RT3,B4,2024-05-15,2024-05-19,4,30000,No-show,,15,Corporate Account,5,Mobile App,Conference,Medium Stay
BK25038,C380,RT3,B3,2024-05-15,2024-05-22,7,52500,Checked-in,,1,Credit Card,5,Travel Agent,Business,Short Stay
BK28022,C3185,RT2,B3,2024-05-15,2024-05-17,2,8000,Cancelled,Change of plans,18,UPI,5,Travel Agent,Vacation,Iong Stay
BK2259,C1433,RT1,B1,2024-05-16,2024-05-23,7,17500,No-show,,25,Credit Card,20,Call Center,Holiday,Long Stay
BK3190,C2918,RT4,B3,2024-05-16,2024-05-21,5,27500,Checked-in,,47,Corporate Account,20,Mobile App,Holiday,Long Stay
BK3875,C1346,RT3,B5,2024-05-16,2024-05-20,4,30000,Checked-in,,36,UPI,20,Travel Agent,Conference,Medium Stay
BK5005,C2731,RT1,B2,2024-05-16,2024-05-18,2,5000,Cancelled,Weather,40,Credit Card,10,Website,Holiday,Long Stay
BK5334,C544,RT4,B5,2024-05-16,2024-05-22,6,33000,Cancelled,Weather,27,Credit Card,20,Call Center,Holiday,Long Stay
BK7385,C4290,RT1,B4,2024-05-16,2024-05-22,6,15000,Checked-in,,50,Credit Card,0,Travel Agent,Conference,Medium Stay
BK8951,C4273,RT3,B1,2024-05-16,2024-05-19,3,22500,No-show,,48,Corporate Account,5,Call Center,Conference,Medium Stay
BK9244,C3078,RT3,B1,2024-05-16,2024-05-17,1,7500,No-show,,9,Cash,15,Call Center,Vacation,Iong Stay
BK9514,C3238,RT4,B1,2024-05-16,2024-05-20,4,22000,No-show,,49,Corporate Account,20,Travel Agent,,Other
BK9842,C5088,RT2,B2,2024-05-16,2024-05-17,1,4000,Checked-in,,4,Credit Card,15,Call Center,,Other
BK10673,C3137,RT3,B4,2024-05-16,2024-05-21,5,37500,Checked-in,,53,Credit Card,5,Mobile App,Conference,Medium Stay
BK10832,C4803,RT3,B2,2024-05-16,2024-05-22,6,45000,No-show,,0,Credit Card,20,Mobile App,Business,Short Stay
BK16399,C291,RT3,B1,2024-05-16,2024-05-17,1,7500,Checked-in,,17,Corporate Account,15,Website,,Other
BK17899,C4854,RT2,B4,2024-05-16,2024-05-21,5,20000,No-show,,30,UPI,0,Mobile App,Business,Short Stay
BK19359,C5017,RT3,B1,2024-05-16,2024-05-22,6,45000,Checked-in,,48,Corporate Account,15,Travel Agent,Conference,Medium Stay
BK22130,C2868,RT1,B1,2024-05-16,2024-05-21,5,12500,Cancelled,Weather,15,UPI,5,Travel Agent,Business,Short Stay
BK22557,C2214,RT3,B2,2024-05-16,2024-05-19,3,22500,Checked-in,,21,Cash,10,Mobile App,Conference,Medium Stay
BK25989,C378,RT2,B5,2024-05-16,2024-05-23,7,28000,Checked-in,,2,UPI,0,Travel Agent,Holiday,Long Stay
BK1831,C1699,RT2,B3,2024-05-17,2024-05-18,1,4000,Cancelled,Weather,59,Corporate Account,10,Website,,Other
BK4630,C523,RT2,B2,2024-05-17,2024-05-19,2,8000,Checked-in,,55,Credit Card,0,Travel Agent,Vacation,Iong Stay
BK5629,C4498,RT2,B5,2024-05-17,2024-05-19,2,8000,Checked-in,,50,Corporate Account,15,Website,Business,Short Stay
BK5630,C291,RT2,B3,2024-05-17,2024-05-18,1,4000,No-show,,23,UPI,20,Website,Conference,Medium Stay
BK7692,C3304,RT3,B5,2024-05-17,2024-05-20,3,22500,No-show,,3,Corporate Account,15,Call Center,Business,Short Stay
BK9657,C4951,RT3,B5,2024-05-17,2024-05-21,4,30000,Cancelled,Price,28,UPI,0,Travel Agent,Conference,Medium Stay
BK12617,C5028,RT1,B5,2024-05-17,2024-05-20,3,7500,No-show,,54,Credit Card,20,Mobile App,Conference,Medium Stay
BK15058,C2419,RT1,B5,2024-05-17,2024-05-18,1,2500,Cancelled,Other,46,Credit Card,10,Mobile App,Holiday,Long Stay
BK18436,C3440,RT3,B1,2024-05-17,2024-05-18,1,7500,Checked-in,,17,Cash,20,Travel Agent,Business,Short Stay
BK22163,C3722,RT2,B5,2024-05-17,2024-05-19,2,8000,Checked-in,,32,Cash,0,Website,,Other
BK23114,C2180,RT1,B2,2024-05-17,2024-05-22,5,12500,Checked-in,,52,Credit Card,5,Mobile App,Conference,Medium Stay
BK23322,C1844,RT4,B3,2024-05-17,2024-05-18,1,5500,Cancelled,Weather,32,Credit Card,5,Travel Agent,Conference,Medium Stay
BK24244,C358,RT3,B1,2024-05-17,2024-05-23,6,45000,Checked-in,,46,Cash,0,Website,Vacation,Iong Stay
BK26755,C1100,RT2,B2,2024-05-17,2024-05-21,4,16000,No-show,,3,Cash,0,Call Center,Vacation,Iong Stay
BK27349,C4535,RT1,B2,2024-05-17,2024-05-20,3,7500,Cancelled,Change of plans,39,Cash,10,Call Center,Vacation,Iong Stay
BK27624,C4168,RT1,B1,2024-05-17,2024-05-20,3,7500,Checked-in,,53,Corporate Account,0,Website,Conference,Medium Stay
BK1856,C1019,RT2,B5,2024-05-18,2024-05-21,3,12000,Cancelled,Change of plans,44,UPI,15,Call Center,Business,Short Stay
BK2532,C3294,RT3,B5,2024-05-18,2024-05-25,7,52500,No-show,,2,UPI,5,Website,Holiday,Long Stay
BK4187,C1979,RT1,B1,2024-05-18,2024-05-22,4,10000,No-show,,4,Cash,0,Call Center,Vacation,Iong Stay
BK4300,C471,RT3,B4,2024-05-18,2024-05-20,2,15000,No-show,,38,Credit Card,10,Call Center,Business,Short Stay
BK9614,C3936,RT3,B4,2024-05-18,2024-05-20,2,15000,No-show,,59,Corporate Account,15,Mobile App,Conference,Medium Stay
BK9882,C2436,RT2,B5,2024-05-18,2024-05-21,3,12000,Checked-in,,57,Credit Card,10,Travel Agent,Vacation,Iong Stay
BK10332,C503,RT1,B2,2024-05-18,2024-05-19,1,2500,Cancelled,Weather,27,Cash,5,Mobile App,,Other
BK12173,C2459,RT3,B4,2024-05-18,2024-05-21,3,22500,Cancelled,Price,54,Corporate Account,15,Mobile App,Business,Short Stay
BK13012,C1761,RT3,B5,2024-05-18,2024-05-24,6,45000,No-show,,58,Corporate Account,20,Website,Holiday,Long Stay
BK13501,C2850,RT4,B2,2024-05-18,2024-05-25,7,38500,No-show,,47,Corporate Account,0,Website,Holiday,Long Stay
BK14124,C1004,RT2,B4,2024-05-18,2024-05-23,5,20000,Checked-in,,30,Cash,0,Call Center,Vacation,Iong Stay
BK20016,C2089,RT3,B1,2024-05-18,2024-05-25,7,52500,Checked-in,,36,Cash,10,Mobile App,Holiday,Long Stay
BK24833,C1993,RT2,B5,2024-05-18,2024-05-20,2,8000,Checked-in,,13,UPI,5,Website,Conference,Medium Stay
BK24860,C3419,RT3,B5,2024-05-18,2024-05-25,7,52500,Checked-in,,21,Credit Card,15,Travel Agent,Business,Short Stay
BK27958,C4990,RT1,B2,2024-05-18,2024-05-20,2,5000,Checked-in,,1,Cash,5,Website,Vacation,Iong Stay
BK1392,C1135,RT3,B5,2024-05-19,2024-05-24,5,37500,Cancelled,Other,4,Cash,0,Website,Conference,Medium Stay
BK4485,C954,RT3,B1,2024-05-19,2024-05-24,5,37500,Cancelled,Price,9,Corporate Account,5,Website,,Other
BK6628,C945,RT1,B3,2024-05-19,2024-05-25,6,15000,No-show,,17,UPI,20,Mobile App,Business,Short Stay
BK7696,C3372,RT2,B2,2024-05-19,2024-05-23,4,16000,Checked-in,,20,UPI,20,Travel Agent,Conference,Medium Stay
BK12719,C2711,RT1,B2,2024-05-19,2024-05-23,4,10000,Cancelled,Weather,4,Cash,20,Website,,Other
BK13530,C1652,RT1,B2,2024-05-19,2024-05-26,7,17500,Checked-in,,25,Corporate Account,10,Website,Vacation,Iong Stay
BK13610,C2595,RT1,B3,2024-05-19,2024-05-20,1,2500,No-show,,15,Credit Card,20,Website,Holiday,Long Stay
BK14430,C1582,RT4,B5,2024-05-19,2024-05-25,6,33000,Cancelled,Change of plans,31,Cash,15,Call Center,,Other
BK16216,C617,RT4,B4,2024-05-19,2024-05-23,4,22000,No-show,,23,Cash,5,Travel Agent,Vacation,Iong Stay
BK17148,C4901,RT3,B5,2024-05-19,2024-05-25,6,45000,No-show,,40,Corporate Account,20,Website,Vacation,Iong Stay
BK17165,C4369,RT1,B2,2024-05-19,2024-05-24,5,12500,Cancelled,Change of plans,44,Cash,0,Mobile App,,Other
BK17462,C2312,RT2,B5,2024-05-19,2024-05-24,5,20000,Cancelled,Change of plans,27,Credit Card,15,Mobile App,Holiday,Long Stay
BK17776,C4631,RT4,B3,2024-05-19,2024-05-25,6,33000,Checked-in,,37,Corporate Account,20,Website,Conference,Medium Stay
BK18111,C3175,RT2,B1,2024-05-19,2024-05-24,5,20000,Checked-in,,28,UPI,0,Call Center,Vacation,Iong Stay
BK20605,C3273,RT4,B5,2024-05-19,2024-05-22,3,16500,Cancelled,Other,43,Corporate Account,5,Travel Agent,,Other
BK21537,C4787,RT1,B3,2024-05-19,2024-05-26,7,17500,Checked-in,,54,UPI,10,Travel Agent,,Other
BK23180,C4453,RT2,B2,2024-05-19,2024-05-20,1,4000,No-show,,37,Credit Card,15,Travel Agent,Holiday,Long Stay
BK24321,C4241,RT2,B2,2024-05-19,2024-05-20,1,4000,No-show,,9,Cash,5,Website,Vacation,Iong Stay
BK26445,C4044,RT2,B2,2024-05-19,2024-05-25,6,24000,No-show,,38,Cash,20,Travel Agent,,Other
BK1731,C4157,RT2,B4,2024-05-20,2024-05-24,4,16000,No-show,,31,Corporate Account,0,Website,Holiday,Long Stay
BK3015,C3783,RT1,B3,2024-05-20,2024-05-27,7,17500,Checked-in,,47,Cash,20,Call Center,,Other
BK7867,C1980,RT4,B5,2024-05-20,2024-05-24,4,22000,Cancelled,Weather,29,Cash,0,Call Center,Business,Short Stay
BK11853,C4638,RT3,B5,2024-05-20,2024-05-22,2,15000,Cancelled,Other,35,Corporate Account,20,Mobile App,Business,Short Stay
BK12322,C1523,RT1,B4,2024-05-20,2024-05-22,2,5000,Checked-in,,45,Cash,0,Mobile App,Business,Short Stay
BK13084,C1272,RT3,B2,2024-05-20,2024-05-23,3,22500,No-show,,19,Corporate Account,15,Mobile App,Holiday,Long Stay
BK15073,C627,RT2,B1,2024-05-20,2024-05-24,4,16000,Checked-in,,6,Corporate Account,15,Website,,Other
BK18471,C1571,RT1,B5,2024-05-20,2024-05-22,2,5000,Checked-in,,22,Cash,15,Travel Agent,Business,Short Stay
BK19497,C2521,RT3,B1,2024-05-20,2024-05-24,4,30000,Cancelled,Change of plans,25,Cash,15,Call Center,Holiday,Long Stay
BK20456,C1007,RT1,B4,2024-05-20,2024-05-26,6,15000,No-show,,17,Credit Card,10,Call Center,Conference,Medium Stay
BK20646,C2048,RT3,B1,2024-05-20,2024-05-26,6,45000,Cancelled,Weather,12,Corporate Account,15,Mobile App,,Other
BK22319,C4672,RT4,B3,2024-05-20,2024-05-25,5,27500,Cancelled,Price,27,UPI,15,Mobile App,Business,Short Stay
BK22653,C3576,RT2,B1,2024-05-20,2024-05-27,7,28000,Cancelled,Other,6,Credit Card,15,Travel Agent,Holiday,Long Stay
BK23290,C4201,RT4,B4,2024-05-20,2024-05-23,3,16500,Checked-in,,25,Corporate Account,0,Travel Agent,Holiday,Long Stay
BK24594,C4222,RT1,B1,2024-05-20,2024-05-22,2,5000,Cancelled,Change of plans,22,Credit Card,15,Call Center,,Other
BK25679,C3636,RT4,B4,2024-05-20,2024-05-27,7,38500,Checked-in,,29,Credit Card,5,Website,Holiday,Long Stay
BK26321,C4618,RT3,B1,2024-05-20,2024-05-27,7,52500,Checked-in,,20,UPI,0,Travel Agent,Business,Short Stay
BK2165,C2108,RT2,B3,2024-05-21,2024-05-23,2,8000,Checked-in,,24,Cash,5,Call Center,Conference,Medium Stay
BK8996,C3845,RT3,B5,2024-05-21,2024-05-26,5,37500,Checked-in,,51,UPI,15,Website,Conference,Medium Stay
BK13583,C1359,RT1,B1,2024-05-21,2024-05-28,7,17500,No-show,,56,UPI,20,Call Center,Vacation,Iong Stay
BK13675,C2501,RT1,B2,2024-05-21,2024-05-23,2,5000,No-show,,14,Cash,5,Mobile App,Holiday,Long Stay
BK13823,C2586,RT3,B5,2024-05-21,2024-05-25,4,30000,Cancelled,Change of plans,8,UPI,5,Mobile App,Vacation,Iong Stay
BK24237,C2261,RT3,B5,2024-05-21,2024-05-25,4,30000,Checked-in,,56,UPI,5,Call Center,,Other
BK24899,C3209,RT3,B2,2024-05-21,2024-05-23,2,15000,No-show,,1,Cash,20,Mobile App,Business,Short Stay
BK26763,C1873,RT3,B2,2024-05-21,2024-05-25,4,30000,No-show,,38,Corporate Account,0,Mobile App,Holiday,Long Stay
BK3188,C4906,RT1,B3,2024-05-22,2024-05-23,1,2500,No-show,,42,Cash,10,Travel Agent,Vacation,Iong Stay
BK5616,C299,RT3,B1,2024-05-22,2024-05-27,5,37500,No-show,,4,Credit Card,5,Website,Conference,Medium Stay
BK12403,C2845,RT2,B2,2024-05-22,2024-05-24,2,8000,Checked-in,,54,Corporate Account,20,Travel Agent,Holiday,Long Stay
